deviceid,qid,choices,timestamp,pos_id
64,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T11:55:04.068Z,166187
64,0,"{ index: 8, mappedValue: '기타', prompt: '기타(예: 지인의 주거지) ' }",2019-11-03T11:55:21.563Z,164637
64,1,"{ index: 1, mappedValue: '일반택시', prompt: '일반택시' },{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-03T11:55:30.492Z,164637
64,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T11:55:33.284Z,164637
64,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-03T11:56:00.932Z,164637
64,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T11:56:02.572Z,164637
64,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-11-03T11:56:29.960Z,162707
64,1,"{ index: 1, mappedValue: '일반택시', prompt: '일반택시' },{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-03T11:57:03.644Z,162707
64,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-03T11:57:08.096Z,162707
64,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-11-03T11:57:10.434Z,162707
64,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-03T11:57:13.734Z,162707
64,0,"{ index: 7, mappedValue: '체육시설', prompt: '체육시설(예: 운동장, 체육관 등)' }",2019-11-03T11:58:15.213Z,154529
64,1,"{ index: 1, mappedValue: '일반택시', prompt: '일반택시' },{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-03T11:58:27.582Z,154529
64,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-03T11:58:42.995Z,154529
64,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-11-03T11:59:08.984Z,154529
64,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-03T11:59:11.407Z,154529
64,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-11-03T11:59:39.567Z,154479
64,1,"{ index: 1, mappedValue: '일반택시', prompt: '일반택시' },{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-03T11:59:47.886Z,154479
64,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-03T11:59:50.835Z,154479
64,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-03T11:59:52.415Z,154479
64,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-03T11:59:53.737Z,154479
93,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-03T12:29:44.568Z,182214
93,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-11-03T12:29:49.745Z,182214
93,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-03T12:29:57.174Z,182214
93,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-03T12:30:09.034Z,182214
93,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-03T12:30:16.927Z,182214
93,0,"{ index: 1, mappedValue: '직장', prompt: '직장' }",2019-11-03T12:31:32.574Z,178630
93,1,"{ index: 0, mappedValue: '일반버스, 저상버스', prompt: '일반버스, 저상버스' }",2019-11-03T12:31:38.800Z,178630
93,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-03T12:31:46.790Z,178630
93,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-03T12:32:03.813Z,178630
93,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-03T12:32:09.339Z,178630
53,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-03T13:21:44.344Z,162211
53,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-11-03T13:21:50.057Z,162211
53,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-03T13:21:53.081Z,162211
53,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-03T13:21:54.854Z,162211
53,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-03T13:21:58.106Z,162211
53,0,"{ index: 8, mappedValue: '기타', prompt: '기타(예: 지인의 주거지) ' }",2019-11-03T13:22:44.484Z,163869
53,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-11-03T13:22:39.974Z,163869
53,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T13:22:55.049Z,163869
53,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-03T13:23:04.754Z,163869
53,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T13:23:06.905Z,163869
53,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-11-03T13:23:17.095Z,167685
53,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-11-03T13:23:23.396Z,167685
53,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T13:23:26.775Z,167685
53,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-03T13:23:29.335Z,167685
53,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T13:23:31.605Z,167685
79,0,"{ index: 8, mappedValue: '기타', prompt: '기타(예: 지인의 주거지) ' }",2019-11-03T23:13:06.438Z,179990
79,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-11-03T23:13:16.706Z,179990
79,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T23:13:22.325Z,179990
79,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-03T23:13:24.519Z,179990
79,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T23:13:26.881Z,179990
79,0,"{ index: 8, mappedValue: '기타', prompt: '기타(예: 지인의 주거지) ' }",2019-11-03T23:13:44.574Z,179517
79,1,"{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-11-03T23:13:48.690Z,179517
79,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-03T23:13:51.344Z,179517
79,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-11-03T23:13:53.374Z,179517
79,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-03T23:13:54.948Z,179517
79,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-11-03T23:14:07.703Z,172972
79,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-11-03T23:14:11.959Z,172972
79,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T23:14:15.258Z,172972
79,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-03T23:14:17.737Z,172972
79,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-03T23:14:20.152Z,172972
81,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-04T06:00:43.780Z,124516
81,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-04T06:01:12.208Z,124516
81,3,"{ index: 0, mappedValue: '1', prompt: '매우 낮다(접근하기 매우 어렵다) ' }",2019-11-04T08:38:52.693Z,124516
81,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-04T06:03:45.558Z,124516
81,0,"{ index: 5, mappedValue: '복지시설', prompt: '복지시설(예: 행정기관, 복지관 등)' }",2019-11-04T08:44:50.332Z,142664
81,1,"{ index: 0, mappedValue: '일반버스, 저상버스', prompt: '일반버스, 저상버스' },{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-04T08:45:11.334Z,142664
81,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-04T08:46:03.947Z,142664
81,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-04T08:37:30.089Z,125621
81,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-04T08:46:53.046Z,142664
79,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-04T11:00:56.726Z,185823
93,0,"{ index: 3, mappedValue: '교육시설', prompt: '교육시설(예: 학교, 어린이집 등)' }",2019-11-04T11:01:13.009Z,194012
93,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-11-04T13:06:14.766Z,194012
83,0,"{ index: 3, mappedValue: '교육시설', prompt: '교육시설(예: 학교, 어린이집 등)' }",2019-11-04T11:01:31.722Z,191499
79,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-11-04T11:01:30.811Z,185823
93,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T11:01:29.781Z,194012
93,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-11-04T11:01:35.744Z,194012
79,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T11:01:43.009Z,185823
93,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T11:01:43.821Z,194012
83,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-11-04T11:01:45.997Z,191499
79,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-04T11:01:49.229Z,185823
79,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T11:01:51.486Z,185823
83,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T11:01:54.409Z,191499
93,0,"{ index: 3, mappedValue: '교육시설', prompt: '교육시설(예: 학교, 어린이집 등)' }",2019-11-04T13:05:34.337Z,191133
83,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-04T11:01:58.553Z,191499
83,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T11:02:01.337Z,191499
93,1,"{ index: 5, mappedValue: '자가용', prompt: '자가용' }",2019-11-04T13:04:45.737Z,191133
93,2,"{ index: 0, mappedValue: '1', prompt: '매우 불만족' }",2019-11-04T11:02:16.664Z,191133
93,3,"{ index: 0, mappedValue: '1', prompt: '매우 낮다(접근하기 매우 어렵다) ' }",2019-11-04T11:02:20.372Z,191133
83,0,"{
  index: 4,
  mappedValue: '보건의료시설',
  prompt: '보건의료시설(예: 보건소, 종합병원, 의원, 약국 등)'
}",2019-11-04T11:02:21.607Z,192907
93,4,"{ index: 0, mappedValue: '1', prompt: '매우 불만족' }",2019-11-04T11:02:25.114Z,191133
83,1,"{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' }",2019-11-04T11:02:27.179Z,192907
93,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-04T11:02:31.474Z,189866
83,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-04T11:02:35.049Z,192907
83,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-11-04T11:02:38.874Z,192907
83,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-04T11:02:42.685Z,192907
93,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-11-04T11:03:14.862Z,189866
85,0,"{ index: 5, mappedValue: '복지시설', prompt: '복지시설(예: 행정기관, 복지관 등)' }",2019-11-04T11:03:16.594Z,193255
93,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-04T11:03:18.764Z,189866
93,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-11-04T11:03:20.934Z,189866
85,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' },{ index: 8, mappedValue: '도보', prompt: '도보' }",2019-11-04T11:03:22.803Z,193255
93,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-04T11:03:26.814Z,189866
85,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T11:04:07.516Z,193255
85,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-11-04T11:04:31.141Z,193255
85,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-04T11:04:40.552Z,193255
85,0,"{
  index: 4,
  mappedValue: '보건의료시설',
  prompt: '보건의료시설(예: 보건소, 종합병원, 의원, 약국 등)'
}",2019-11-04T11:04:52.402Z,193848
85,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-04T12:47:08.608Z,193848
85,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-04T11:05:05.386Z,193848
85,3,"{ index: 0, mappedValue: '1', prompt: '매우 낮다(접근하기 매우 어렵다) ' }",2019-11-04T11:05:08.533Z,193848
85,4,"{ index: 0, mappedValue: '1', prompt: '매우 불만족' }",2019-11-04T11:05:11.174Z,193848
98,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-04T11:07:16.676Z,196498
98,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-11-04T11:07:30.246Z,196498
98,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-04T11:07:38.365Z,196498
98,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-04T11:07:51.126Z,196498
98,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-04T11:08:02.056Z,196498
83,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-04T11:10:23.060Z,189768
83,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-04T11:10:33.151Z,189768
83,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T11:10:36.577Z,189768
83,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-04T11:10:39.230Z,189768
83,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T11:10:41.908Z,189768
96,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-04T11:15:18.687Z,191628
96,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-11-04T11:14:13.584Z,191628
96,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T11:14:26.452Z,191628
96,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-04T11:14:51.466Z,191628
96,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-04T11:15:04.862Z,191628
99,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-04T12:39:05.675Z,196602
99,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-04T12:39:14.805Z,196602
99,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-04T12:39:23.005Z,196602
99,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-11-04T12:39:34.757Z,196602
99,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-04T12:39:41.317Z,196602
93,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-11-05T01:00:56.737Z,183225
93,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-11-05T01:01:05.810Z,183225
93,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T01:01:12.889Z,183225
93,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T01:01:17.869Z,183225
93,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T01:01:28.412Z,183225
95,0,"{ index: 1, mappedValue: '직장', prompt: '직장' }",2019-11-05T03:11:24.203Z,191824
95,1,"{ index: 7, mappedValue: '전동 스쿠터', prompt: '전동 스쿠터' }",2019-11-05T03:11:43.405Z,191824
95,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T03:11:50.524Z,191824
95,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T03:11:55.835Z,191824
95,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T03:12:30.731Z,191824
64,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-11-05T06:04:15.551Z,191752
64,1,"{ index: 1, mappedValue: '일반택시', prompt: '일반택시' }",2019-11-05T06:04:37.961Z,191752
64,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T06:04:47.064Z,191752
64,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T06:04:49.096Z,191752
64,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T06:04:51.502Z,191752
64,0,"{
  index: 6,
  mappedValue: '문화시설',
  prompt: '문화시설(예: 도서관, 미술관, 박물관, 공연장, 영화관 등)'
}",2019-11-05T06:05:44.662Z,189180
64,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-05T06:05:52.678Z,189180
64,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-05T06:06:01.378Z,189180
64,3,"{ index: 1, mappedValue: '2', prompt: '낮다' }",2019-11-05T06:06:03.747Z,189180
64,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-05T06:06:05.746Z,189180
93,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-05T11:02:37.601Z,207899
93,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-11-05T11:02:52.429Z,207899
93,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-05T11:02:58.133Z,207899
93,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-05T11:03:01.087Z,207899
93,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-05T11:03:06.156Z,207899
93,0,"{ index: 3, mappedValue: '교육시설', prompt: '교육시설(예: 학교, 어린이집 등)' }",2019-11-05T11:03:16.612Z,197288
93,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-11-05T11:03:32.519Z,197288
93,2,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-05T11:03:45.894Z,197288
93,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-11-05T11:03:49.632Z,197288
93,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-05T11:03:57.152Z,197288
83,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-05T11:04:48.730Z,210306
83,1,"{ index: 9, mappedValue: '기타', prompt: '기타' }",2019-11-05T11:05:02.965Z,210306
83,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-05T11:05:06.675Z,210306
83,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-05T11:05:08.901Z,210306
83,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-05T11:05:11.221Z,210306
83,0,"{ index: 3, mappedValue: '교육시설', prompt: '교육시설(예: 학교, 어린이집 등)' }",2019-11-05T11:05:30.615Z,213524
83,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' }",2019-11-05T11:05:41.785Z,213524
83,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-05T11:05:46.279Z,213524
83,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-05T11:05:49.571Z,213524
83,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-05T11:05:52.187Z,213524
83,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-11-05T11:06:05.077Z,215935
83,1,"{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' }",2019-11-05T11:06:12.903Z,215935
83,2,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-05T11:06:17.979Z,215935
83,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:06:23.259Z,215935
83,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:06:26.099Z,215935
85,0,"{ index: 8, mappedValue: '기타', prompt: '기타(예: 지인의 주거지) ' }",2019-11-05T11:06:58.180Z,197844
85,1,"{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-05T11:07:05.653Z,197844
85,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:07:20.911Z,197844
85,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:07:23.429Z,197844
85,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:07:38.703Z,197844
85,0,"{
  index: 4,
  mappedValue: '보건의료시설',
  prompt: '보건의료시설(예: 보건소, 종합병원, 의원, 약국 등)'
}",2019-11-05T11:07:51.337Z,213789
85,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 4, mappedValue: '장애인/노약자 셔틀버스', prompt: '장애인/노약자 셔틀버스' }",2019-11-05T11:08:04.836Z,213789
85,2,"{ index: 0, mappedValue: '1', prompt: '매우 불만족' }",2019-11-05T11:08:09.253Z,213789
85,3,"{ index: 0, mappedValue: '1', prompt: '매우 낮다(접근하기 매우 어렵다) ' }",2019-11-05T11:08:12.855Z,213789
85,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-05T11:08:26.955Z,213789
110,0,"{
  index: 4,
  mappedValue: '보건의료시설',
  prompt: '보건의료시설(예: 보건소, 종합병원, 의원, 약국 등)'
}",2019-11-12T04:04:52.017Z,216347
110,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:24:17.103Z,216347
110,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:24:49.496Z,216347
110,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:25:09.081Z,216347
96,0,"{ index: 5, mappedValue: '복지시설', prompt: '복지시설(예: 행정기관, 복지관 등)' }",2019-11-07T12:37:06.447Z,208730
96,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-07T12:37:36.488Z,208730
96,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:26:20.361Z,208730
110,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-05T11:27:52.991Z,216347
96,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:26:37.740Z,208730
96,4,"{ index: 4, mappedValue: '5', prompt: '매우 만족' }",2019-11-05T11:26:48.829Z,208730
104,0,"{
  index: 2,
  mappedValue: '상업업무 시설',
  prompt: '상업업무 시설(예: 시장, 상점, 카페, 회사 등)'
}",2019-11-05T11:32:11.390Z,213919
104,1,"{ index: 3, mappedValue: '장애인 콜택시', prompt: '장애인 콜택시' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-05T11:32:58.865Z,213919
104,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:33:15.290Z,213919
104,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-05T11:33:38.215Z,213919
104,4,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:33:58.430Z,213919
104,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-05T11:34:38.755Z,210777
104,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-05T11:35:04.300Z,210777
104,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:35:20.100Z,210777
104,3,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:35:35.957Z,210777
104,4,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-05T11:35:51.990Z,210777
103,0,"{ index: 7, mappedValue: '체육시설', prompt: '체육시설(예: 운동장, 체육관 등)' }",2019-11-05T11:41:53.670Z,199140
103,1,"{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-05T11:41:59.598Z,199140
103,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:42:05.828Z,199140
103,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-11-05T11:42:14.174Z,199140
103,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-05T11:42:23.981Z,199140
103,0,"{ index: 0, mappedValue: '집', prompt: '집' }",2019-11-05T11:42:51.334Z,206346
103,1,"{ index: 2, mappedValue: '지하철, 전철', prompt: '지하철, 전철' },{ index: 6, mappedValue: '전동 휠체어', prompt: '전동 휠체어' }",2019-11-05T11:43:08.145Z,206346
103,2,"{ index: 1, mappedValue: '2', prompt: '불만족' }",2019-11-05T11:43:14.379Z,206346
103,3,"{ index: 4, mappedValue: '5', prompt: '매우 높다(접근하기 매우 쉽다)' }",2019-11-05T11:43:21.519Z,206346
103,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-05T11:43:25.842Z,206346
107,0,"{ index: 7, mappedValue: '체육시설', prompt: '체육시설(예: 운동장, 체육관 등)' }",2019-11-05T11:53:42.995Z,212076
107,1,"{ index: 9, mappedValue: '기타', prompt: '기타' }",2019-11-05T11:54:02.525Z,212076
107,2,"{ index: 2, mappedValue: '3', prompt: '보통' }",2019-11-05T11:54:14.896Z,212076
107,3,"{ index: 3, mappedValue: '4', prompt: '높다' }",2019-11-05T11:54:25.427Z,212076
107,4,"{ index: 3, mappedValue: '4', prompt: '만족' }",2019-11-05T11:54:33.545Z,212076
64,0,"{ index: 7, mappedValue: '체육시설', prompt: '체육시설(예: 운동장, 체육관 등)' }",2019-11-05T13:14:48.034Z,216302
